name,category,iconName,nodeId,assetPath,useTier,verification,notes
Action Icons / N / new_custom14,Action Icons,new_custom14,1518:28124,icon-assets/exported-svg/Action Icons/N/new_custom14.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom15,Action Icons,new_custom15,1518:28126,icon-assets/exported-svg/Action Icons/N/new_custom15.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom16,Action Icons,new_custom16,1518:28128,icon-assets/exported-svg/Action Icons/N/new_custom16.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom17,Action Icons,new_custom17,1518:28130,icon-assets/exported-svg/Action Icons/N/new_custom17.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom18,Action Icons,new_custom18,1518:28132,icon-assets/exported-svg/Action Icons/N/new_custom18.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom19,Action Icons,new_custom19,1518:28134,icon-assets/exported-svg/Action Icons/N/new_custom19.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom2,Action Icons,new_custom2,1518:28100,icon-assets/exported-svg/Action Icons/N/new_custom2.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom20,Action Icons,new_custom20,1518:28136,icon-assets/exported-svg/Action Icons/N/new_custom20.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom21,Action Icons,new_custom21,1518:28138,icon-assets/exported-svg/Action Icons/N/new_custom21.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom22,Action Icons,new_custom22,1518:28140,icon-assets/exported-svg/Action Icons/N/new_custom22.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom23,Action Icons,new_custom23,1518:28142,icon-assets/exported-svg/Action Icons/N/new_custom23.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom24,Action Icons,new_custom24,1518:28144,icon-assets/exported-svg/Action Icons/N/new_custom24.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom25,Action Icons,new_custom25,1518:28146,icon-assets/exported-svg/Action Icons/N/new_custom25.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom26,Action Icons,new_custom26,1518:28148,icon-assets/exported-svg/Action Icons/N/new_custom26.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom27,Action Icons,new_custom27,1518:28150,icon-assets/exported-svg/Action Icons/N/new_custom27.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom28,Action Icons,new_custom28,1518:28152,icon-assets/exported-svg/Action Icons/N/new_custom28.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom29,Action Icons,new_custom29,1518:28154,icon-assets/exported-svg/Action Icons/N/new_custom29.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom3,Action Icons,new_custom3,1518:28102,icon-assets/exported-svg/Action Icons/N/new_custom3.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom30,Action Icons,new_custom30,1518:28156,icon-assets/exported-svg/Action Icons/N/new_custom30.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom31,Action Icons,new_custom31,1518:28158,icon-assets/exported-svg/Action Icons/N/new_custom31.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom32,Action Icons,new_custom32,1518:28160,icon-assets/exported-svg/Action Icons/N/new_custom32.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom33,Action Icons,new_custom33,1518:28162,icon-assets/exported-svg/Action Icons/N/new_custom33.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom34,Action Icons,new_custom34,1518:28164,icon-assets/exported-svg/Action Icons/N/new_custom34.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom35,Action Icons,new_custom35,1518:28166,icon-assets/exported-svg/Action Icons/N/new_custom35.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom36,Action Icons,new_custom36,1518:28168,icon-assets/exported-svg/Action Icons/N/new_custom36.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom37,Action Icons,new_custom37,1518:28170,icon-assets/exported-svg/Action Icons/N/new_custom37.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom38,Action Icons,new_custom38,1518:28172,icon-assets/exported-svg/Action Icons/N/new_custom38.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom39,Action Icons,new_custom39,1518:28174,icon-assets/exported-svg/Action Icons/N/new_custom39.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom4,Action Icons,new_custom4,1518:28104,icon-assets/exported-svg/Action Icons/N/new_custom4.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom40,Action Icons,new_custom40,1518:28176,icon-assets/exported-svg/Action Icons/N/new_custom40.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom41,Action Icons,new_custom41,1518:28178,icon-assets/exported-svg/Action Icons/N/new_custom41.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom42,Action Icons,new_custom42,1518:28180,icon-assets/exported-svg/Action Icons/N/new_custom42.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom43,Action Icons,new_custom43,1518:28182,icon-assets/exported-svg/Action Icons/N/new_custom43.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom44,Action Icons,new_custom44,1518:28184,icon-assets/exported-svg/Action Icons/N/new_custom44.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom45,Action Icons,new_custom45,1518:28186,icon-assets/exported-svg/Action Icons/N/new_custom45.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom46,Action Icons,new_custom46,1518:28188,icon-assets/exported-svg/Action Icons/N/new_custom46.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom47,Action Icons,new_custom47,1518:28190,icon-assets/exported-svg/Action Icons/N/new_custom47.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom48,Action Icons,new_custom48,1518:28192,icon-assets/exported-svg/Action Icons/N/new_custom48.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom49,Action Icons,new_custom49,1518:28194,icon-assets/exported-svg/Action Icons/N/new_custom49.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom5,Action Icons,new_custom5,1518:28106,icon-assets/exported-svg/Action Icons/N/new_custom5.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom50,Action Icons,new_custom50,1518:28196,icon-assets/exported-svg/Action Icons/N/new_custom50.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom51,Action Icons,new_custom51,1518:28198,icon-assets/exported-svg/Action Icons/N/new_custom51.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom52,Action Icons,new_custom52,1518:28200,icon-assets/exported-svg/Action Icons/N/new_custom52.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom53,Action Icons,new_custom53,1518:28202,icon-assets/exported-svg/Action Icons/N/new_custom53.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom54,Action Icons,new_custom54,1518:28204,icon-assets/exported-svg/Action Icons/N/new_custom54.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom55,Action Icons,new_custom55,1518:28206,icon-assets/exported-svg/Action Icons/N/new_custom55.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom56,Action Icons,new_custom56,1518:28208,icon-assets/exported-svg/Action Icons/N/new_custom56.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom57,Action Icons,new_custom57,1518:28210,icon-assets/exported-svg/Action Icons/N/new_custom57.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom58,Action Icons,new_custom58,1518:28212,icon-assets/exported-svg/Action Icons/N/new_custom58.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom59,Action Icons,new_custom59,1518:28214,icon-assets/exported-svg/Action Icons/N/new_custom59.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom6,Action Icons,new_custom6,1518:28108,icon-assets/exported-svg/Action Icons/N/new_custom6.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom60,Action Icons,new_custom60,1518:28216,icon-assets/exported-svg/Action Icons/N/new_custom60.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom61,Action Icons,new_custom61,1518:28218,icon-assets/exported-svg/Action Icons/N/new_custom61.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom62,Action Icons,new_custom62,1518:28220,icon-assets/exported-svg/Action Icons/N/new_custom62.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom63,Action Icons,new_custom63,1518:28222,icon-assets/exported-svg/Action Icons/N/new_custom63.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom64,Action Icons,new_custom64,1518:28224,icon-assets/exported-svg/Action Icons/N/new_custom64.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom65,Action Icons,new_custom65,1518:28226,icon-assets/exported-svg/Action Icons/N/new_custom65.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom66,Action Icons,new_custom66,1518:28228,icon-assets/exported-svg/Action Icons/N/new_custom66.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom67,Action Icons,new_custom67,1518:28230,icon-assets/exported-svg/Action Icons/N/new_custom67.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom68,Action Icons,new_custom68,1518:28232,icon-assets/exported-svg/Action Icons/N/new_custom68.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom69,Action Icons,new_custom69,1518:28234,icon-assets/exported-svg/Action Icons/N/new_custom69.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom7,Action Icons,new_custom7,1518:28110,icon-assets/exported-svg/Action Icons/N/new_custom7.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom70,Action Icons,new_custom70,1518:28236,icon-assets/exported-svg/Action Icons/N/new_custom70.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom71,Action Icons,new_custom71,1518:28238,icon-assets/exported-svg/Action Icons/N/new_custom71.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom72,Action Icons,new_custom72,1518:28240,icon-assets/exported-svg/Action Icons/N/new_custom72.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom73,Action Icons,new_custom73,1518:28242,icon-assets/exported-svg/Action Icons/N/new_custom73.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom74,Action Icons,new_custom74,1518:28244,icon-assets/exported-svg/Action Icons/N/new_custom74.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom75,Action Icons,new_custom75,1518:28246,icon-assets/exported-svg/Action Icons/N/new_custom75.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom76,Action Icons,new_custom76,1518:28248,icon-assets/exported-svg/Action Icons/N/new_custom76.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom77,Action Icons,new_custom77,1518:28250,icon-assets/exported-svg/Action Icons/N/new_custom77.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom78,Action Icons,new_custom78,1518:28252,icon-assets/exported-svg/Action Icons/N/new_custom78.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom79,Action Icons,new_custom79,1518:28254,icon-assets/exported-svg/Action Icons/N/new_custom79.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom8,Action Icons,new_custom8,1518:28112,icon-assets/exported-svg/Action Icons/N/new_custom8.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom80,Action Icons,new_custom80,1518:28256,icon-assets/exported-svg/Action Icons/N/new_custom80.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom81,Action Icons,new_custom81,1518:28258,icon-assets/exported-svg/Action Icons/N/new_custom81.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom82,Action Icons,new_custom82,1518:28260,icon-assets/exported-svg/Action Icons/N/new_custom82.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom83,Action Icons,new_custom83,1518:28262,icon-assets/exported-svg/Action Icons/N/new_custom83.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom84,Action Icons,new_custom84,1518:28264,icon-assets/exported-svg/Action Icons/N/new_custom84.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom85,Action Icons,new_custom85,1518:28266,icon-assets/exported-svg/Action Icons/N/new_custom85.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom86,Action Icons,new_custom86,1518:28268,icon-assets/exported-svg/Action Icons/N/new_custom86.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom87,Action Icons,new_custom87,1518:28270,icon-assets/exported-svg/Action Icons/N/new_custom87.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom88,Action Icons,new_custom88,1518:28272,icon-assets/exported-svg/Action Icons/N/new_custom88.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom89,Action Icons,new_custom89,1518:28274,icon-assets/exported-svg/Action Icons/N/new_custom89.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom9,Action Icons,new_custom9,1518:28114,icon-assets/exported-svg/Action Icons/N/new_custom9.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom90,Action Icons,new_custom90,1518:28276,icon-assets/exported-svg/Action Icons/N/new_custom90.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom91,Action Icons,new_custom91,1518:28278,icon-assets/exported-svg/Action Icons/N/new_custom91.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom92,Action Icons,new_custom92,1518:28280,icon-assets/exported-svg/Action Icons/N/new_custom92.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom93,Action Icons,new_custom93,1518:28282,icon-assets/exported-svg/Action Icons/N/new_custom93.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom94,Action Icons,new_custom94,1518:28284,icon-assets/exported-svg/Action Icons/N/new_custom94.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom95,Action Icons,new_custom95,1518:28286,icon-assets/exported-svg/Action Icons/N/new_custom95.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom96,Action Icons,new_custom96,1518:28288,icon-assets/exported-svg/Action Icons/N/new_custom96.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom97,Action Icons,new_custom97,1518:28290,icon-assets/exported-svg/Action Icons/N/new_custom97.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom98,Action Icons,new_custom98,1518:28292,icon-assets/exported-svg/Action Icons/N/new_custom98.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_custom99,Action Icons,new_custom99,1518:28294,icon-assets/exported-svg/Action Icons/N/new_custom99.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_event,Action Icons,new_event,1518:28298,icon-assets/exported-svg/Action Icons/N/new_event.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_group,Action Icons,new_group,1518:28300,icon-assets/exported-svg/Action Icons/N/new_group.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_lead,Action Icons,new_lead,1518:28302,icon-assets/exported-svg/Action Icons/N/new_lead.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_note,Action Icons,new_note,1518:28370,icon-assets/exported-svg/Action Icons/N/new_note.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_notebook,Action Icons,new_notebook,1518:28304,icon-assets/exported-svg/Action Icons/N/new_notebook.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_opportunity,Action Icons,new_opportunity,1518:28306,icon-assets/exported-svg/Action Icons/N/new_opportunity.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_person_account,Action Icons,new_person_account,1518:28308,icon-assets/exported-svg/Action Icons/N/new_person_account.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / N / new_task,Action Icons,new_task,1518:28372,icon-assets/exported-svg/Action Icons/N/new_task.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / P / password_unlock,Action Icons,password_unlock,1518:28312,icon-assets/exported-svg/Action Icons/P/password_unlock.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / P / preview,Action Icons,preview,1518:28314,icon-assets/exported-svg/Action Icons/P/preview.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / P / priority,Action Icons,priority,1518:28374,icon-assets/exported-svg/Action Icons/P/priority.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / Q / question_post_action,Action Icons,question_post_action,1518:28316,icon-assets/exported-svg/Action Icons/Q/question_post_action.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / Q / quote,Action Icons,quote,1518:28318,icon-assets/exported-svg/Action Icons/Q/quote.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / R / recall,Action Icons,recall,1518:28376,icon-assets/exported-svg/Action Icons/R/recall.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / R / record,Action Icons,record,1518:28378,icon-assets/exported-svg/Action Icons/R/record.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / R / refresh,Action Icons,refresh,1518:28320,icon-assets/exported-svg/Action Icons/R/refresh.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / R / reject,Action Icons,reject,1518:28322,icon-assets/exported-svg/Action Icons/R/reject.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / R / remove,Action Icons,remove,1518:28326,icon-assets/exported-svg/Action Icons/R/remove.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / R / remove_relationship,Action Icons,remove_relationship,1518:28324,icon-assets/exported-svg/Action Icons/R/remove_relationship.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / R / reset_password,Action Icons,reset_password,1518:28328,icon-assets/exported-svg/Action Icons/R/reset_password.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / S / script,Action Icons,script,1518:28330,icon-assets/exported-svg/Action Icons/S/script.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / S / share,Action Icons,share,1518:28382,icon-assets/exported-svg/Action Icons/S/share.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / S / share_file,Action Icons,share_file,1518:28332,icon-assets/exported-svg/Action Icons/S/share_file.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / S / share_link,Action Icons,share_link,1518:28334,icon-assets/exported-svg/Action Icons/S/share_link.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / S / share_poll,Action Icons,share_poll,1518:28380,icon-assets/exported-svg/Action Icons/S/share_poll.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / S / share_post,Action Icons,share_post,1518:28336,icon-assets/exported-svg/Action Icons/S/share_post.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / S / share_thanks,Action Icons,share_thanks,1518:28338,icon-assets/exported-svg/Action Icons/S/share_thanks.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / S / sort,Action Icons,sort,1518:28340,icon-assets/exported-svg/Action Icons/S/sort.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / S / submit_for_approval,Action Icons,submit_for_approval,1518:28342,icon-assets/exported-svg/Action Icons/S/submit_for_approval.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / U / update,Action Icons,update,1518:28344,icon-assets/exported-svg/Action Icons/U/update.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / U / update_status,Action Icons,update_status,1518:28384,icon-assets/exported-svg/Action Icons/U/update_status.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / U / upload,Action Icons,upload,1518:28346,icon-assets/exported-svg/Action Icons/U/upload.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / U / user,Action Icons,user,1518:28350,icon-assets/exported-svg/Action Icons/U/user.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / U / user_activation,Action Icons,user_activation,1518:28348,icon-assets/exported-svg/Action Icons/U/user_activation.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / V / view_relationship,Action Icons,view_relationship,1518:28352,icon-assets/exported-svg/Action Icons/V/view_relationship.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Action Icons / W / web_link,Action Icons,web_link,1518:28354,icon-assets/exported-svg/Action Icons/W/web_link.svg,secondary,visual-required,Use for action-tile/action-specific iconography after visual verification.
Custom Icons / custom1,Custom Icons,custom1,1518:28386,icon-assets/exported-svg/Custom Icons/custom1.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom10,Custom Icons,custom10,1518:28404,icon-assets/exported-svg/Custom Icons/custom10.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom100,Custom Icons,custom100,1518:28582,icon-assets/exported-svg/Custom Icons/custom100.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom101,Custom Icons,custom101,1518:28584,icon-assets/exported-svg/Custom Icons/custom101.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom102,Custom Icons,custom102,1518:28586,icon-assets/exported-svg/Custom Icons/custom102.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom103,Custom Icons,custom103,1518:28588,icon-assets/exported-svg/Custom Icons/custom103.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom104,Custom Icons,custom104,1518:28590,icon-assets/exported-svg/Custom Icons/custom104.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom105,Custom Icons,custom105,1518:28592,icon-assets/exported-svg/Custom Icons/custom105.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom106,Custom Icons,custom106,1518:28594,icon-assets/exported-svg/Custom Icons/custom106.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom107,Custom Icons,custom107,1518:28596,icon-assets/exported-svg/Custom Icons/custom107.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom108,Custom Icons,custom108,1518:28598,icon-assets/exported-svg/Custom Icons/custom108.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom109,Custom Icons,custom109,1518:28600,icon-assets/exported-svg/Custom Icons/custom109.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom11,Custom Icons,custom11,1518:28406,icon-assets/exported-svg/Custom Icons/custom11.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom110,Custom Icons,custom110,1518:28602,icon-assets/exported-svg/Custom Icons/custom110.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom111,Custom Icons,custom111,1518:28604,icon-assets/exported-svg/Custom Icons/custom111.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom112,Custom Icons,custom112,1518:28606,icon-assets/exported-svg/Custom Icons/custom112.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom113,Custom Icons,custom113,1518:28608,icon-assets/exported-svg/Custom Icons/custom113.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom12,Custom Icons,custom12,1518:28408,icon-assets/exported-svg/Custom Icons/custom12.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom13,Custom Icons,custom13,1518:28410,icon-assets/exported-svg/Custom Icons/custom13.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom14,Custom Icons,custom14,1518:28412,icon-assets/exported-svg/Custom Icons/custom14.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom15,Custom Icons,custom15,1518:28414,icon-assets/exported-svg/Custom Icons/custom15.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom16,Custom Icons,custom16,1518:28416,icon-assets/exported-svg/Custom Icons/custom16.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom17,Custom Icons,custom17,1518:28418,icon-assets/exported-svg/Custom Icons/custom17.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
